"plan_type","HCCI_category","HCCI_subcategory","Year","spending_per_member","OOP_spending_per_member","adjusted_price","adjusted_utilization_per_1000","annual_pct_change_spending_per_member","annual_pct_change_adjusted_price","annual_pct_change_adjusted_utilization_per_1000"
"CDHP","Prescription Drugs","Chemotherapy",2017,"43.182","0.867","9,767.47","4.421",0.195,0.102,0.084
"CDHP","Prescription Drugs","Chemotherapy",2014,"4.134","0.8","95.917","43.1",0,0,0
"CDHP","Prescription Drugs","Chemotherapy",2015,"4.378","0.778","100.403","43.608",0.059,0.047,0.012
"CDHP","Prescription Drugs","Chemotherapy",2016,"3.96","0.755","89.844","44.073",-0.096,-0.105,0.011
"CDHP","Prescription Drugs","Chemotherapy",2017,"5.893","0.699","149.908","39.311",0.488,0.669,-0.108
"CDHP","Prescription Drugs","Chemotherapy",2014,"0.111","0.006","1,321.41","0.084",0,0,0
"CDHP","Prescription Drugs","Chemotherapy",2015,"0.11","0.004","1,595.05","0.069",-0.008,0.207,-0.178
"CDHP","Prescription Drugs","Chemotherapy",2016,"0.001","0","55.213","0.018",-0.991,-0.965,-0.74
"CDHP","Prescription Drugs","Chemotherapy",2017,"0.001","0","40.518","0.013",-0.488,-0.266,-0.303
"CDHP","Prescription Drugs","Devices",2014,"2.477","0.811","39.312","63.019",0,0,0
"CDHP","Prescription Drugs","Devices",2015,"2.912","0.819","45.525","63.963",0.175,0.158,0.015
"CDHP","Prescription Drugs","Devices",2016,"2.954","0.861","47.019","62.824",0.014,0.033,-0.018
"CDHP","Prescription Drugs","Devices",2017,"3.378","0.854","52.313","64.566",0.143,0.113,0.028
"CDHP","Prescription Drugs","Devices",2014,"0.379","0.102","552.243","0.686",0,0,0
"CDHP","Prescription Drugs","Devices",2015,"0.535","0.13","730.208","0.733",0.414,0.322,0.069
"CDHP","Prescription Drugs","Devices",2016,"0.422","0.114","682.159","0.619",-0.211,-0.066,-0.156
"CDHP","Prescription Drugs","Devices",2017,"0.561","0.133","1,134.28","0.495",0.33,0.663,-0.2
"CDHP","Prescription Drugs","Devices",2014,"0.259","0.075","591.362","0.437",0,0,0
"CDHP","Prescription Drugs","Devices",2015,"0.247","0.071","559.019","0.441",-0.046,-0.055,0.009
"CDHP","Prescription Drugs","Devices",2016,"0.275","0.106","441.445","0.622",0.114,-0.21,0.41
"CDHP","Prescription Drugs","Devices",2017,"0.087","0.039","344.305","0.252",-0.684,-0.22,-0.594
"CDHP","Prescription Drugs","Devices",2014,"1.84","0.634","29.728","61.896",0,0,0
"CDHP","Prescription Drugs","Devices",2015,"2.13","0.619","33.922","62.788",0.158,0.141,0.014
"CDHP","Prescription Drugs","Devices",2016,"2.257","0.641","36.651","61.583",0.06,0.08,-0.019
"CDHP","Prescription Drugs","Devices",2017,"2.729","0.681","42.769","63.819",0.209,0.167,0.036
"CDHP","Prescription Drugs","Diagnostic",2014,"9.606","1.678","150.5","63.829",0,0,0
"CDHP","Prescription Drugs","Diagnostic",2015,"9.151","1.54","143.472","63.779",-0.047,-0.047,-0.001
"CDHP","Prescription Drugs","Diagnostic",2016,"8.855","1.325","157.811","56.109",-0.032,0.1,-0.12
"CDHP","Prescription Drugs","Diagnostic",2017,"8.474","1.24","151.58","55.907",-0.043,-0.039,-0.004
"CDHP","Prescription Drugs","Diagnostic",2014,"1.556","0.041","31,205.64","0.05",0,0,0
"CDHP","Prescription Drugs","Diagnostic",2015,"1.007","0.029","28,891.05","0.035",-0.353,-0.074,-0.301
"CDHP","Prescription Drugs","Diagnostic",2016,"1.556","0.017","43,222.28","0.036",0.544,0.496,0.032
"CDHP","Prescription Drugs","Diagnostic",2017,"1.025","0.023","43,867.18","0.023",-0.341,0.015,-0.351
"CDHP","Prescription Drugs","Diagnostic",2014,"0.001","0","614.655","0.001",0,0,0
"CDHP","Prescription Drugs","Diagnostic",2015,"0.001","0","332.909","0.002",-0.034,-0.458,0.784
"CDHP","Prescription Drugs","Diagnostic",2016,"0","0","569.115","0.001",-0.397,0.71,-0.648
"CDHP","Prescription Drugs","Diagnostic",2017,"0","0","538.392","0.001",0.318,-0.054,0.394
"CDHP","Prescription Drugs","Diagnostic",2014,"8.049","1.637","126.206","63.778",0,0,0
"CDHP","Prescription Drugs","Diagnostic",2015,"8.142","1.51","127.74","63.742",0.012,0.012,-0.001
"CDHP","Prescription Drugs","Diagnostic",2016,"7.299","1.308","130.166","56.072",-0.104,0.019,-0.12
"CDHP","Prescription Drugs","Diagnostic",2017,"7.449","1.217","133.301","55.883",0.021,0.024,-0.003
"CDHP","Prescription Drugs","EENT",2014,"16.921","8.512","63.958","264.565",0,0,0
"CDHP","Prescription Drugs","EENT",2015,"15.083","7.203","73.3","205.772",-0.109,0.146,-0.222
"CDHP","Prescription Drugs","EENT",2016,"14.182","6.705","77.493","183.016",-0.06,0.057,-0.111
"CDHP","Prescription Drugs","EENT",2017,"14.493","6.811","80.745","179.491",0.022,0.042,-0.019
"CDHP","Prescription Drugs","EENT",2014,"10.929","4.703","202.28","54.029",0,0,0
"CDHP","Prescription Drugs","EENT",2015,"9.832","3.979","247.741","39.686",-0.1,0.225,-0.265
"CDHP","Prescription Drugs","EENT",2016,"8.619","3.539","283.196","30.435",-0.123,0.143,-0.233
"CDHP","Prescription Drugs","EENT",2017,"8.601","3.468","322.558","26.666",-0.002,0.139,-0.124
"CDHP","Prescription Drugs","EENT",2014,"5.991","3.808","28.459","210.52",0,0,0
"CDHP","Prescription Drugs","EENT",2015,"5.25","3.224","31.615","166.073",-0.124,0.111,-0.211
"CDHP","Prescription Drugs","EENT",2016,"5.563","3.166","36.462","152.575",0.06,0.153,-0.081
"CDHP","Prescription Drugs","EENT",2017,"5.891","3.343","38.552","152.813",0.059,0.057,0.002
"CDHP","Prescription Drugs","EENT",2014,"0.001","0","58.909","0.017",0,0,0
"CDHP","Prescription Drugs","EENT",2015,"0.001","0","52.994","0.013",-0.3,-0.1,-0.222
"CDHP","Prescription Drugs","EENT",2016,"0","0","38.355","0.007",-0.625,-0.276,-0.482
"CDHP","Prescription Drugs","EENT",2017,"0","0","33.044","0.012",0.458,-0.138,0.692
"CDHP","Prescription Drugs","Enzymes",2014,"1.303","0.048","19,631.59","0.066",0,0,0
"CDHP","Prescription Drugs","Enzymes",2015,"1.122","0.043","17,647.61","0.064",-0.139,-0.101,-0.042
"CDHP","Prescription Drugs","Enzymes",2016,"1.281","0.035","18,525.30","0.069",0.142,0.05,0.088
"CDHP","Prescription Drugs","Enzymes",2017,"1.64","0.051","18,262.64","0.09",0.28,-0.014,0.298
"CDHP","Prescription Drugs","Enzymes",2014,"1.271","0.047","20,598.28","0.062",0,0,0
"CDHP","Prescription Drugs","Enzymes",2015,"0.998","0.035","19,298.90","0.052",-0.215,-0.063,-0.162
"CDHP","Prescription Drugs","Enzymes",2016,"1.202","0.031","19,871.59","0.061",0.205,0.03,0.17
"CDHP","Prescription Drugs","Enzymes",2017,"1.474","0.042","20,230.28","0.073",0.226,0.018,0.204
"CDHP","Prescription Drugs","Enzymes",2014,"0.028","0.001","9,502.50","0.003",0,0,0
"CDHP","Prescription Drugs","Enzymes",2015,"0.123","0.008","10,701.06","0.012",3.337,0.126,2.851
"CDHP","Prescription Drugs","Enzymes",2016,"0.079","0.004","9,096.84","0.009",-0.363,-0.15,-0.251
"CDHP","Prescription Drugs","Enzymes",2017,"0.165","0.009","9,782.32","0.017",1.104,0.075,0.957
"CDHP","Prescription Drugs","Enzymes",2014,"0.003","0","1,907.77","0.002",0,0,0
"CDHP","Prescription Drugs","Enzymes",2015,"0","0","937.5","0",-0.907,-0.509,-0.81
"CDHP","Prescription Drugs","Gastrointestinal",2014,"26.39","8.543","78.553","335.949",0,0,0
"CDHP","Prescription Drugs","Gastrointestinal",2015,"25.193","7.85","74.556","337.908",-0.045,-0.051,0.006
"CDHP","Prescription Drugs","Gastrointestinal",2016,"25.847","7.723","78.536","329.112",0.026,0.053,-0.026
"CDHP","Prescription Drugs","Gastrointestinal",2017,"26.606","7.454","80.649","329.901",0.029,0.027,0.002
"CDHP","Prescription Drugs","Gastrointestinal",2014,"19.696","5.09","354.775","55.517",0,0,0
"CDHP","Prescription Drugs","Gastrointestinal",2015,"17.325","4.32","425.88","40.682",-0.12,0.2,-0.267
"CDHP","Prescription Drugs","Gastrointestinal",2016,"18.05","4.214","497.179","36.305",0.042,0.167,-0.108
"CDHP","Prescription Drugs","Gastrointestinal",2017,"18.346","3.985","568.786","32.255",0.016,0.144,-0.112
"CDHP","Prescription Drugs","Gastrointestinal",2014,"6.645","3.445","23.714","280.214",0,0,0
"CDHP","Prescription Drugs","Gastrointestinal",2015,"7.845","3.524","26.407","297.071",0.181,0.114,0.06
"CDHP","Prescription Drugs","Gastrointestinal",2016,"7.791","3.507","26.614","292.75",-0.007,0.008,-0.015
"CDHP","Prescription Drugs","Gastrointestinal",2017,"8.248","3.468","27.716","297.583",0.059,0.041,0.017
"CDHP","Prescription Drugs","Gastrointestinal",2014,"0.049","0.009","223.488","0.217",0,0,0
"CDHP","Prescription Drugs","Gastrointestinal",2015,"0.023","0.006","146.752","0.156",-0.529,-0.343,-0.282
"CDHP","Prescription Drugs","Gastrointestinal",2016,"0.006","0.002","97.124","0.057",-0.757,-0.338,-0.633
"CDHP","Prescription Drugs","Gastrointestinal",2017,"0.013","0.001","197.9","0.063",1.257,1.038,0.108
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2014,"0.707","0.024","5,824.40","0.121",0,0,0
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2015,"0.687","0.021","6,539.72","0.105",-0.029,0.123,-0.135
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2016,"1.041","0.025","7,625.71","0.136",0.516,0.166,0.3
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2017,"0.956","0.029","7,540.63","0.127",-0.081,-0.011,-0.071
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2014,"0.689","0.022","7,100.92","0.097",0,0,0
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2015,"0.63","0.02","6,928.96","0.091",-0.086,-0.024,-0.064
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2016,"0.965","0.023","7,726.04","0.125",0.532,0.115,0.374
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2017,"0.914","0.028","7,779.48","0.118",-0.052,0.007,-0.059
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2014,"0.012","0","2,021.95","0.006",0,0,0
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2015,"0.057","0.001","5,309.81","0.011",3.728,1.626,0.8
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2016,"0.076","0.002","6,720.53","0.011",0.342,0.266,0.06
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2017,"0.042","0.001","5,103.34","0.008",-0.45,-0.241,-0.276
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2014,"0.006","0.002","307.526","0.018",0,0,0
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2015,"0","0","93.068","0.003",-0.943,-0.697,-0.812
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2016,"0","0","107.855","0",-0.898,0.159,-0.912
"CDHP","Prescription Drugs","Heavy Metal Antagonists",2017,"0","0","71.225","0.001",1.351,-0.34,2.559
"CDHP","Prescription Drugs","Hormones",2014,"120.06","32.032","72.956","1,645.65",0,0,0
"CDHP","Prescription Drugs","Hormones",2015,"133.005","31.986","80.373","1,654.86",0.108,0.102,0.006
"CDHP","Prescription Drugs","Hormones",2016,"144.423","31.627","86.185","1,675.72",0.086,0.072,0.013
"CDHP","Prescription Drugs","Hormones",2017,"157.396","31.677","90.593","1,737.40",0.09,0.051,0.037
"CDHP","Prescription Drugs","Hormones",2014,"94.606","22.9","203.699","464.439",0,0,0
"CDHP","Prescription Drugs","Hormones",2015,"108.952","22.819","246.319","442.322",0.152,0.209,-0.048
"CDHP","Prescription Drugs","Hormones",2016,"119.242","22.5","274.051","435.109",0.094,0.113,-0.016
"CDHP","Prescription Drugs","Hormones",2017,"130","22.271","334.519","388.619",0.09,0.221,-0.107
"CDHP","Prescription Drugs","Hormones",2014,"23.599","8.735","20.124","1,172.67",0,0,0
"CDHP","Prescription Drugs","Hormones",2015,"23.392","8.926","19.394","1,206.13",-0.009,-0.036,0.029
"CDHP","Prescription Drugs","Hormones",2016,"25.078","9.062","20.25","1,238.42",0.072,0.044,0.027
"CDHP","Prescription Drugs","Hormones",2017,"27.338","9.369","20.288","1,347.46",0.09,0.002,0.088
"CDHP","Prescription Drugs","Hormones",2014,"1.855","0.396","217.087","8.547",0,0,0
"CDHP","Prescription Drugs","Hormones",2015,"0.661","0.242","103.266","6.406",-0.643,-0.524,-0.251
"CDHP","Prescription Drugs","Hormones",2016,"0.102","0.064","46.731","2.19",-0.845,-0.547,-0.658
"CDHP","Prescription Drugs","Hormones",2017,"0.058","0.036","44.294","1.314",-0.431,-0.052,-0.4
"CDHP","Prescription Drugs","Metabolic",2014,"4.102","1.375","15.666","261.827",0,0,0
"CDHP","Prescription Drugs","Metabolic",2015,"4.495","1.388","17.497","256.907",0.096,0.117,-0.019
"CDHP","Prescription Drugs","Metabolic",2016,"4.399","1.347","17.321","253.995",-0.021,-0.01,-0.011
"CDHP","Prescription Drugs","Metabolic",2017,"4.415","1.28","17.111","258.013",0.003,-0.012,0.016
"CDHP","Prescription Drugs","Metabolic",2014,"1.672","0.084","857.287","1.95",0,0,0
"CDHP","Prescription Drugs","Metabolic",2015,"2.097","0.099","1,229.92","1.705",0.254,0.435,-0.126
"CDHP","Prescription Drugs","Metabolic",2016,"2.026","0.086","1,156.64","1.752",-0.034,-0.06,0.027
"CDHP","Prescription Drugs","Metabolic",2017,"1.767","0.082","1,241.99","1.423",-0.128,0.074,-0.188
"CDHP","Prescription Drugs","Metabolic",2014,"2.425","1.289","9.333","259.799",0,0,0
"CDHP","Prescription Drugs","Metabolic",2015,"2.394","1.287","9.384","255.147",-0.013,0.005,-0.018
"CDHP","Prescription Drugs","Metabolic",2016,"2.372","1.261","9.405","252.238",-0.009,0.002,-0.011
"CDHP","Prescription Drugs","Metabolic",2017,"2.645","1.197","10.307","256.573",0.115,0.096,0.017
"CDHP","Prescription Drugs","Metabolic",2014,"0.005","0.002","64.816","0.077",0,0,0
"CDHP","Prescription Drugs","Metabolic",2015,"0.003","0.002","60.536","0.055",-0.342,-0.066,-0.295
"CDHP","Prescription Drugs","Metabolic",2016,"0.001","0","95.832","0.006",-0.835,0.583,-0.896
"CDHP","Prescription Drugs","Metabolic",2017,"0.003","0","165.356","0.017",4.222,0.725,2.027
"CDHP","Prescription Drugs","Miscellaneous",2014,"15.379","3.016","123.997","124.03",0,0,0
"CDHP","Prescription Drugs","Miscellaneous",2015,"16.147","2.999","128.097","126.055",0.05,0.033,0.016
"CDHP","Prescription Drugs","Miscellaneous",2016,"14.525","2.468","121.937","119.116",-0.1,-0.048,-0.055
"CDHP","Prescription Drugs","Miscellaneous",2017,"16.685","2.445","136.609","122.14",0.149,0.12,0.025
"CDHP","Prescription Drugs","Miscellaneous",2014,"11.458","1.888","452.846","25.303",0,0,0
"CDHP","Prescription Drugs","Miscellaneous",2015,"10.485","1.583","542.085","19.343",-0.085,0.197,-0.236
"CDHP","Prescription Drugs","Miscellaneous",2016,"10.791","1.165","755.97","14.274",0.029,0.395,-0.262
"CDHP","Prescription Drugs","Miscellaneous",2017,"13.044","1.165","1,004.23","12.989",0.209,0.328,-0.09
"CDHP","Prescription Drugs","Miscellaneous",2014,"2.813","0.951","29.552","95.198",0,0,0
"CDHP","Prescription Drugs","Miscellaneous",2015,"3.472","1.184","34.233","101.433",0.234,0.158,0.065
"CDHP","Prescription Drugs","Miscellaneous",2016,"3.494","1.256","33.956","102.904",0.006,-0.008,0.015
"CDHP","Prescription Drugs","Miscellaneous",2017,"3.548","1.246","33.186","106.902",0.015,-0.023,0.039
"CDHP","Prescription Drugs","Miscellaneous",2014,"1.108","0.178","313.88","3.529",0,0,0
"CDHP","Prescription Drugs","Miscellaneous",2015,"2.19","0.232","414.686","5.28",0.977,0.321,0.496
"CDHP","Prescription Drugs","Miscellaneous",2016,"0.24","0.047","123.694","1.937",-0.891,-0.702,-0.633
"CDHP","Prescription Drugs","Miscellaneous",2017,"0.094","0.034","41.698","2.249",-0.609,-0.663,0.161
"CDHP","Prescription Drugs","Respiratory",2014,"29.69","7.488","138.283","214.703",0,0,0
"CDHP","Prescription Drugs","Respiratory",2015,"33.77","7.129","154.326","218.821",0.137,0.116,0.019
"CDHP","Prescription Drugs","Respiratory",2016,"39.881","7.991","174.29","228.817",0.181,0.129,0.046
"CDHP","Prescription Drugs","Respiratory",2017,"45.185","8.746","188.95","239.135",0.133,0.084,0.045
"CDHP","Prescription Drugs","Respiratory",2014,"24.256","5.158","304.998","79.528",0,0,0
"CDHP","Prescription Drugs","Respiratory",2015,"28.895","5.048","365.625","79.03",0.191,0.199,-0.006
"CDHP","Prescription Drugs","Respiratory",2016,"34.81","5.84","420.954","82.694",0.205,0.151,0.046
"CDHP","Prescription Drugs","Respiratory",2017,"40.392","6.671","465.798","86.716",0.16,0.107,0.049
"CDHP","Prescription Drugs","Respiratory",2014,"5.392","2.325","39.904","135.129",0,0,0
"CDHP","Prescription Drugs","Respiratory",2015,"4.865","2.079","34.805","139.771",-0.098,-0.128,0.034
"CDHP","Prescription Drugs","Respiratory",2016,"5.069","2.151","34.689","146.115",0.042,-0.003,0.045
"CDHP","Prescription Drugs","Respiratory",2017,"4.791","2.075","31.434","152.407",-0.055,-0.094,0.043
"CDHP","Prescription Drugs","Respiratory",2014,"0.042","0.005","900.424","0.047",0,0,0
"CDHP","Prescription Drugs","Respiratory",2015,"0.01","0.001","480.781","0.02",-0.77,-0.466,-0.569
"CDHP","Prescription Drugs","Respiratory",2016,"0.002","0","204.464","0.009",-0.82,-0.575,-0.576
"CDHP","Prescription Drugs","Respiratory",2017,"0.002","0","143.885","0.012",-0.031,-0.296,0.376
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2014,"53.112","5.323","2,795.03","19.002",0,0,0
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2015,"67.894","6.58","3,370.12","20.146",0.278,0.206,0.06
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2016,"87.212","7.22","4,067.59","21.441",0.285,0.207,0.064
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2017,"109.574","8.377","4,620.22","23.716",0.256,0.136,0.106
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2014,"53.012","5.284","3,159.48","16.779",0,0,0
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2015,"67.73","6.543","3,749.15","18.066",0.278,0.187,0.077
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2016,"86.945","7.159","4,497.46","19.332",0.284,0.2,0.07
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2017,"109.3","8.311","5,061.63","21.594",0.257,0.125,0.117
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2014,"0.1","0.039","44.927","2.224",0,0,0
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2015,"0.163","0.037","78.512","2.08",0.635,0.748,-0.064
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2016,"0.267","0.061","126.824","2.109",0.637,0.615,0.014
"CDHP","Prescription Drugs","Rheumatoid Arthritis",2017,"0.275","0.066","129.453","2.122",0.027,0.021,0.007
"CDHP","Prescription Drugs","Skin",2014,"36.35","11.855","203.487","178.635",0,0,0
"CDHP","Prescription Drugs","Skin",2015,"43.062","13.949","247.131","174.249",0.185,0.214,-0.025
"CDHP","Prescription Drugs","Skin",2016,"46.701","13.666","279.693","166.971",0.084,0.132,-0.042
"CDHP","Prescription Drugs","Skin",2017,"53.623","13.232","327.43","163.769",0.148,0.171,-0.019
"CDHP","Prescription Drugs","Skin",2014,"18.54","4.999","593.839","31.221",0,0,0
"CDHP","Prescription Drugs","Skin",2015,"23.09","6.262","754.324","30.61",0.245,0.27,-0.02
"CDHP","Prescription Drugs","Skin",2016,"25.914","5.955","1,023.80","25.312",0.122,0.357,-0.173
"CDHP","Prescription Drugs","Skin",2017,"34.87","5.582","1,579.97","22.07",0.346,0.543,-0.128
"CDHP","Prescription Drugs","Skin",2014,"17.328","6.796","118.705","145.973",0,0,0
"CDHP","Prescription Drugs","Skin",2015,"19.673","7.649","138.212","142.338",0.135,0.164,-0.025
"CDHP","Prescription Drugs","Skin",2016,"20.753","7.7","147.779","140.432",0.055,0.069,-0.013
"CDHP","Prescription Drugs","Skin",2017,"18.711","7.64","133.429","140.234",-0.098,-0.097,-0.001
"CDHP","Prescription Drugs","Skin",2014,"0.482","0.06","334.428","1.442",0,0,0
"CDHP","Prescription Drugs","Skin",2015,"0.3","0.039","230.256","1.301",-0.379,-0.311,-0.098
"CDHP","Prescription Drugs","Skin",2016,"0.033","0.011","27.237","1.227",-0.888,-0.882,-0.057
"CDHP","Prescription Drugs","Skin",2017,"0.042","0.01","28.684","1.466",0.258,0.053,0.194
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2014,"1.936","0.697","89.278","21.684",0,0,0
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2015,"1.858","0.647","87.095","21.331",-0.04,-0.024,-0.016
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2016,"1.849","0.635","89.893","20.573",-0.005,0.032,-0.036
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2017,"1.848","0.609","89.464","20.661",-0.001,-0.005,0.004
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2014,"1.289","0.391","207.8","6.203",0,0,0
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2015,"1.189","0.331","242.11","4.91",-0.078,0.165,-0.208
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2016,"1.198","0.314","272.029","4.403",0.008,0.124,-0.103
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2017,"1.171","0.266","302.207","3.874",-0.022,0.111,-0.12
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2014,"0.647","0.306","41.775","15.476",0,0,0
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2015,"0.668","0.316","40.72","16.413",0.034,-0.025,0.061
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2016,"0.652","0.321","40.296","16.169",-0.025,-0.01,-0.015
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2017,"0.678","0.343","40.362","16.786",0.04,0.002,0.038
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2014,"0.001","0","95.248","0.005",0,0,0
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2015,"0.001","0","89.866","0.008",0.426,-0.057,0.511
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2016,"0","0","62.302","0.001",-0.919,-0.307,-0.884
"CDHP","Prescription Drugs","Smooth Muscle Relaxants",2017,"0","0","27.639","0.001",-0.751,-0.556,-0.439
"CDHP","Prescription Drugs","Vaccines",2014,"1.133","0.078","1,829.81","0.619",0,0,0
"CDHP","Prescription Drugs","Vaccines",2015,"1.145","0.078","1,705.93","0.671",0.011,-0.068,0.084
"CDHP","Prescription Drugs","Vaccines",2016,"1.277","0.083","2,099.70","0.608",0.116,0.231,-0.094
"CDHP","Prescription Drugs","Vaccines",2017,"1.101","0.091","2,034.89","0.541",-0.138,-0.031,-0.11
"CDHP","Prescription Drugs","Vaccines",2014,"1.125","0.077","1,824.84","0.616",0,0,0
"CDHP","Prescription Drugs","Vaccines",2015,"1.094","0.077","1,644.85","0.665",-0.027,-0.099,0.079
"CDHP","Prescription Drugs","Vaccines",2016,"1.274","0.082","2,127.32","0.599",0.165,0.293,-0.099
"CDHP","Prescription Drugs","Vaccines",2017,"1.1","0.091","2,052.72","0.536",-0.137,-0.035,-0.106
"CDHP","Prescription Drugs","Vaccines",2014,"0.008","0.001","2,910.55","0.003",0,0,0
"CDHP","Prescription Drugs","Vaccines",2015,"0.051","0.001","8,665.24","0.006",5.141,1.977,1.063
"CDHP","Prescription Drugs","Vaccines",2016,"0.003","0.001","279.76","0.009",-0.95,-0.968,0.557
"CDHP","Prescription Drugs","Vaccines",2017,"0.002","0.001","286.271","0.005",-0.385,0.023,-0.399
"CDHP","Prescription Drugs","Vitamins",2014,"2.036","0.909","18.794","108.308",0,0,0
"CDHP","Prescription Drugs","Vitamins",2015,"2.125","0.896","19.405","109.493",0.044,0.032,0.011
"CDHP","Prescription Drugs","Vitamins",2016,"1.832","0.818","16.715","109.625",-0.138,-0.139,0.001
"CDHP","Prescription Drugs","Vitamins",2017,"1.809","0.745","16.309","110.909",-0.013,-0.024,0.012
"CDHP","Prescription Drugs","Vitamins",2014,"0.596","0.2","127.163","4.69",0,0,0
"CDHP","Prescription Drugs","Vitamins",2015,"0.715","0.203","148.788","4.803",0.198,0.17,0.024
"CDHP","Prescription Drugs","Vitamins",2016,"0.766","0.197","181.029","4.233",0.072,0.217,-0.119
"CDHP","Prescription Drugs","Vitamins",2017,"0.783","0.186","199.572","3.925",0.022,0.102,-0.073
"CDHP","Prescription Drugs","Vitamins",2014,"1.167","0.688","11.3","103.304",0,0,0
"CDHP","Prescription Drugs","Vitamins",2015,"1.115","0.67","10.676","104.474",-0.045,-0.055,0.011
"CDHP","Prescription Drugs","Vitamins",2016,"1.061","0.618","10.074","105.319",-0.049,-0.056,0.008
"CDHP","Prescription Drugs","Vitamins",2017,"1.024","0.559","9.577","106.963",-0.035,-0.049,0.016
"CDHP","Prescription Drugs","Vitamins",2014,"0.272","0.021","865.533","0.314",0,0,0
"CDHP","Prescription Drugs","Vitamins",2015,"0.295","0.023","1,366.95","0.216",0.084,0.579,-0.314
"CDHP","Prescription Drugs","Vitamins",2016,"0.005","0.003","70.199","0.073",-0.983,-0.949,-0.661
"CDHP","Prescription Drugs","Vitamins",2017,"0.001","0.001","55.224","0.02",-0.78,-0.213,-0.72
"Non-CDHP","Inpatient","All Inpatient",2014,"1,055.55","47.517","18,445.40","57.226",0,0,0
"Non-CDHP","Inpatient","All Inpatient",2015,"1,074.98","47.79","19,176.78","56.056",0.018,0.04,-0.02
"Non-CDHP","Inpatient","All Inpatient",2016,"1,122.70","50.344","19,855.73","56.543",0.044,0.035,0.009
"Non-CDHP","Inpatient","All Inpatient",2017,"1,157.09","51.387","20,713.49","55.862",0.031,0.043,-0.012
"Non-CDHP","Inpatient","Hospice",2014,"1.901","0.128","5,174.98","0.367",0,0,0
"Non-CDHP","Inpatient","Hospice",2015,"2.037","0.146","5,413.99","0.376",0.072,0.046,0.024
"Non-CDHP","Inpatient","Hospice",2016,"1.929","0.15","5,183.30","0.372",-0.053,-0.043,-0.011
"Non-CDHP","Inpatient","Hospice",2017,"1.783","0.137","5,122.35","0.348",-0.075,-0.012,-0.064
"Non-CDHP","Inpatient","Labor/Delivery/Newborns",2014,"168.445","15.441","8,841.29","19.052",0,0,0
"Non-CDHP","Inpatient","Labor/Delivery/Newborns",2015,"174.679","15.862","9,113.74","19.167",0.037,0.031,0.006
"Non-CDHP","Inpatient","Labor/Delivery/Newborns",2016,"181.789","17.162","9,319.04","19.507",0.041,0.023,0.018
"Non-CDHP","Inpatient","Labor/Delivery/Newborns",2017,"187.873","17.841","9,633.52","19.502",0.033,0.034,0
"Non-CDHP","Inpatient","Medical",2014,"312.584","14.889","17,141.64","18.235",0,0,0
"Non-CDHP","Inpatient","Medical",2015,"312.667","14.618","17,766.56","17.599",0,0.036,-0.035
"Non-CDHP","Inpatient","Medical",2016,"317.611","14.835","18,389.94","17.271",0.016,0.035,-0.019
"Non-CDHP","Inpatient","Medical",2017,"329.208","14.876","19,390.68","16.978",0.037,0.054,-0.017
