"Year","cbsa_title","state","geo_level","metric_type","moment","service_category","service","index_name","index_value","index_change"
2015,"State-SC","SC","State","Index","Mean","Overall","Basket","Use",0.0052966382,-0.058658127
2016,"State-SC","SC","State","Index","Mean","Overall","Basket","Use",-0.029469501,-0.090816282
2017,"State-SC","SC","State","Index","Mean","Overall","Basket","Use",-0.010382627,-0.069700792
2014,"State-TN","TN","State","Index","Mean","Overall","Basket","Use",0.090950556,-0.018204268
2015,"State-TN","TN","State","Index","Mean","Overall","Basket","Use",0.10560998,-0.013777436
2016,"State-TN","TN","State","Index","Mean","Overall","Basket","Use",0.12460954,0.0036078817
2017,"State-TN","TN","State","Index","Mean","Overall","Basket","Use",0.11399838,-0.0023924359
2014,"State-TX","TX","State","Index","Mean","Overall","Basket","Use",0.0060502943,-0.0092915669
2015,"State-TX","TX","State","Index","Mean","Overall","Basket","Use",0.0023438586,-0.021637458
2016,"State-TX","TX","State","Index","Mean","Overall","Basket","Use",0.0095832311,-0.014141633
2017,"State-TX","TX","State","Index","Mean","Overall","Basket","Use",-0.0031861698,-0.023214221
2014,"State-UT","UT","State","Index","Mean","Overall","Basket","Use",-0.12498511,-0.01129707
2015,"State-UT","UT","State","Index","Mean","Overall","Basket","Use",-0.12351801,-0.018364416
2016,"State-UT","UT","State","Index","Mean","Overall","Basket","Use",-0.12223022,-0.016493497
2017,"State-UT","UT","State","Index","Mean","Overall","Basket","Use",-0.13637327,-0.028963476
2014,"State-VA","VA","State","Index","Mean","Overall","Basket","Use",0.0076616541,0.00088549423
2015,"State-VA","VA","State","Index","Mean","Overall","Basket","Use",0.019183379,0.0034111217
2016,"State-VA","VA","State","Index","Mean","Overall","Basket","Use",0.026279056,0.010837536
2017,"State-VA","VA","State","Index","Mean","Overall","Basket","Use",0.023654705,0.011771066
2014,"State-WA","WA","State","Index","Mean","Overall","Basket","Use",0.012758908,-0.052507102
2015,"State-WA","WA","State","Index","Mean","Overall","Basket","Use",0.01013431,-0.063288331
2016,"State-WA","WA","State","Index","Mean","Overall","Basket","Use",0.014192989,-0.059114605
2017,"State-WA","WA","State","Index","Mean","Overall","Basket","Use",0.02833486,-0.042665839
2014,"State-WI","WI","State","Index","Mean","Overall","Basket","Use",-0.068860017,-0.012740904
2015,"State-WI","WI","State","Index","Mean","Overall","Basket","Use",-0.073980182,-0.026819574
2016,"State-WI","WI","State","Index","Mean","Overall","Basket","Use",-0.083777353,-0.036695872
2017,"State-WI","WI","State","Index","Mean","Overall","Basket","Use",-0.10608981,-0.056875203
2014,"State-AK","AK","State","Index","Mean","Professional","Basket","Use",0.0045719254,0.054056477
2015,"State-AK","AK","State","Index","Mean","Professional","Basket","Use",-0.00053460221,0.042278122
2016,"State-AK","AK","State","Index","Mean","Professional","Basket","Use",0.021989921,0.051944774
2017,"State-AK","AK","State","Index","Mean","Professional","Basket","Use",-0.045077588,-0.011352532
2014,"State-AR","AR","State","Index","Mean","Professional","Basket","Use",0.057805706,0.002832239
2015,"State-AR","AR","State","Index","Mean","Professional","Basket","Use",0.051644519,-0.0091124792
2016,"State-AR","AR","State","Index","Mean","Professional","Basket","Use",0.076960139,0.0015796563
2017,"State-AR","AR","State","Index","Mean","Professional","Basket","Use",0.085871808,0.015760843
2014,"State-AZ","AZ","State","Index","Mean","Professional","Basket","Use",0.052389782,-0.036229346
2015,"State-AZ","AZ","State","Index","Mean","Professional","Basket","Use",0.040818468,-0.052661732
2016,"State-AZ","AZ","State","Index","Mean","Professional","Basket","Use",-0.0041768048,-0.10537136
2017,"State-AZ","AZ","State","Index","Mean","Professional","Basket","Use",-0.0078054136,-0.10342947
2014,"State-CA","CA","State","Index","Mean","Professional","Basket","Use",-0.11964516,-0.034751318
2015,"State-CA","CA","State","Index","Mean","Professional","Basket","Use",-0.12333318,-0.044679604
2016,"State-CA","CA","State","Index","Mean","Professional","Basket","Use",-0.093636692,-0.025128752
2017,"State-CA","CA","State","Index","Mean","Professional","Basket","Use",-0.090418197,-0.015957728
2014,"State-CO","CO","State","Index","Mean","Professional","Basket","Use",0.00021791157,-0.031529538
2015,"State-CO","CO","State","Index","Mean","Professional","Basket","Use",-0.019758498,-0.056682587
2016,"State-CO","CO","State","Index","Mean","Professional","Basket","Use",-0.035340756,-0.083717979
2017,"State-CO","CO","State","Index","Mean","Professional","Basket","Use",-0.051328626,-0.093645543
2014,"State-CT","CT","State","Index","Mean","Professional","Basket","Use",0.16656306,-0.01205824
2015,"State-CT","CT","State","Index","Mean","Professional","Basket","Use",0.16357517,-0.020621467
2016,"State-CT","CT","State","Index","Mean","Professional","Basket","Use",0.16650592,-0.030888943
2017,"State-CT","CT","State","Index","Mean","Professional","Basket","Use",0.10326745,-0.078077421
2014,"State-DC","DC","State","Index","Mean","Professional","Basket","Use",0.10652763,0.0076116719
2015,"State-DC","DC","State","Index","Mean","Professional","Basket","Use",0.10954197,0.0041709929
2016,"State-DC","DC","State","Index","Mean","Professional","Basket","Use",0.12736757,0.0070706573
2017,"State-DC","DC","State","Index","Mean","Professional","Basket","Use",0.13385801,0.018779326
2014,"State-DE","DE","State","Index","Mean","Professional","Basket","Use",-0.024867037,-0.0078357356
2015,"State-DE","DE","State","Index","Mean","Professional","Basket","Use",0.0013088277,0.012560083
2016,"State-DE","DE","State","Index","Mean","Professional","Basket","Use",0.012098948,0.010197289
2017,"State-DE","DE","State","Index","Mean","Professional","Basket","Use",-0.0052890978,-0.0013641588
2014,"State-FL","FL","State","Index","Mean","Professional","Basket","Use",-0.028351372,-0.04271964
2015,"State-FL","FL","State","Index","Mean","Professional","Basket","Use",-0.051571339,-0.071316794
2016,"State-FL","FL","State","Index","Mean","Professional","Basket","Use",-0.053013425,-0.084755324
2017,"State-FL","FL","State","Index","Mean","Professional","Basket","Use",-0.067374021,-0.093374468
2014,"State-GA","GA","State","Index","Mean","Professional","Basket","Use",0.062687673,-0.096134163
2015,"State-GA","GA","State","Index","Mean","Professional","Basket","Use",0.066728048,-0.098252267
2016,"State-GA","GA","State","Index","Mean","Professional","Basket","Use",0.029749356,-0.14080183
2017,"State-GA","GA","State","Index","Mean","Professional","Basket","Use",0.046638612,-0.12161358
2014,"State-IA","IA","State","Index","Mean","Professional","Basket","Use",0.067798428,-0.016135333
2015,"State-IA","IA","State","Index","Mean","Professional","Basket","Use",0.098000534,0.0054990291
2016,"State-IA","IA","State","Index","Mean","Professional","Basket","Use",0.10275148,-0.0032477579
2017,"State-IA","IA","State","Index","Mean","Professional","Basket","Use",0.13404199,0.03101683
2014,"State-IL","IL","State","Index","Mean","Professional","Basket","Use",-0.06700401,-0.024061481
2015,"State-IL","IL","State","Index","Mean","Professional","Basket","Use",-0.060726155,-0.023509715
2016,"State-IL","IL","State","Index","Mean","Professional","Basket","Use",-0.094441824,-0.0707715
2017,"State-IL","IL","State","Index","Mean","Professional","Basket","Use",-0.083007641,-0.053547274
2014,"State-IN","IN","State","Index","Mean","Professional","Basket","Use",-0.14735264,-0.022594143
2015,"State-IN","IN","State","Index","Mean","Professional","Basket","Use",-0.1565382,-0.039043088
2016,"State-IN","IN","State","Index","Mean","Professional","Basket","Use",-0.15203753,-0.046445325
2017,"State-IN","IN","State","Index","Mean","Professional","Basket","Use",-0.16008493,-0.049982976
2014,"State-KS","KS","State","Index","Mean","Professional","Basket","Use",-0.044707861,-0.04601061
2015,"State-KS","KS","State","Index","Mean","Professional","Basket","Use",-0.080972292,-0.087844335
2016,"State-KS","KS","State","Index","Mean","Professional","Basket","Use",0.028735369,0.0078003295
2017,"State-KS","KS","State","Index","Mean","Professional","Basket","Use",0.0051015927,-0.0096063884
2014,"State-KY","KY","State","Index","Mean","Professional","Basket","Use",0.20723024,-0.054439548
2015,"State-KY","KY","State","Index","Mean","Professional","Basket","Use",0.091832384,-0.15006018
2016,"State-KY","KY","State","Index","Mean","Professional","Basket","Use",0.096147723,-0.15776795
2017,"State-KY","KY","State","Index","Mean","Professional","Basket","Use",0.11826333,-0.13576111
2014,"State-LA","LA","State","Index","Mean","Professional","Basket","Use",-0.0078420043,-0.02173941
2015,"State-LA","LA","State","Index","Mean","Professional","Basket","Use",0.010062763,-0.010182572
2016,"State-LA","LA","State","Index","Mean","Professional","Basket","Use",0.018886721,-0.014485301
2017,"State-LA","LA","State","Index","Mean","Professional","Basket","Use",0.027014941,-0.00082626077
2014,"State-MA","MA","State","Index","Mean","Professional","Basket","Use",-0.034851041,-0.018785447
2015,"State-MA","MA","State","Index","Mean","Professional","Basket","Use",-0.037109166,-0.02707424
2016,"State-MA","MA","State","Index","Mean","Professional","Basket","Use",0.0036704328,0.00097734365
2017,"State-MA","MA","State","Index","Mean","Professional","Basket","Use",-0.0078055086,-0.0046931934
2014,"State-MD","MD","State","Index","Mean","Professional","Basket","Use",0.085714318,-0.019759923
2015,"State-MD","MD","State","Index","Mean","Professional","Basket","Use",0.096582316,-0.016008964
2016,"State-MD","MD","State","Index","Mean","Professional","Basket","Use",0.10606803,-0.020369697
2017,"State-MD","MD","State","Index","Mean","Professional","Basket","Use",0.11090664,-0.010342369
2014,"State-ME","ME","State","Index","Mean","Professional","Basket","Use",0.0089474954,-0.0072714491
2015,"State-ME","ME","State","Index","Mean","Professional","Basket","Use",0.014506873,-0.0079125538
2016,"State-ME","ME","State","Index","Mean","Professional","Basket","Use",0.027689569,-0.0080554932
2017,"State-ME","ME","State","Index","Mean","Professional","Basket","Use",-0.011741034,-0.040548034
2014,"State-MN","MN","State","Index","Mean","Professional","Basket","Use",0.11751179,-0.040230341
2015,"State-MN","MN","State","Index","Mean","Professional","Basket","Use",0.10183366,-0.059488837
2016,"State-MN","MN","State","Index","Mean","Professional","Basket","Use",0.14039604,-0.039197583
2017,"State-MN","MN","State","Index","Mean","Professional","Basket","Use",0.11810109,-0.052484106
2014,"State-MO","MO","State","Index","Mean","Professional","Basket","Use",-0.061386015,-0.033984479
2015,"State-MO","MO","State","Index","Mean","Professional","Basket","Use",-0.046522181,-0.024694456
2016,"State-MO","MO","State","Index","Mean","Professional","Basket","Use",-0.11629751,-0.1077909
2017,"State-MO","MO","State","Index","Mean","Professional","Basket","Use",-0.10298524,-0.089065395
2014,"State-MS","MS","State","Index","Mean","Professional","Basket","Use",-0.012658178,-0.010331924
2015,"State-MS","MS","State","Index","Mean","Professional","Basket","Use",0.018418834,0.014568712
2016,"State-MS","MS","State","Index","Mean","Professional","Basket","Use",0.039135583,0.021780776
2017,"State-MS","MS","State","Index","Mean","Professional","Basket","Use",0.049108479,0.037607145
2014,"State-NC","NC","State","Index","Mean","Professional","Basket","Use",0.054937519,-0.031711154
2015,"State-NC","NC","State","Index","Mean","Professional","Basket","Use",0.068883151,-0.024917332
2016,"State-NC","NC","State","Index","Mean","Professional","Basket","Use",0.031945385,-0.07082314
2017,"State-NC","NC","State","Index","Mean","Professional","Basket","Use",0.043366197,-0.055057287
2014,"State-ND","ND","State","Index","Mean","Professional","Basket","Use",-0.59994596,0.042820662
2015,"State-ND","ND","State","Index","Mean","Professional","Basket","Use",-0.59318084,0.053963091
2016,"State-ND","ND","State","Index","Mean","Professional","Basket","Use",0.062969655,1.7181618
2017,"State-ND","ND","State","Index","Mean","Professional","Basket","Use",0.054150991,1.7113421
2014,"State-NE","NE","State","Index","Mean","Professional","Basket","Use",0.095856436,-0.0023249385
2015,"State-NE","NE","State","Index","Mean","Professional","Basket","Use",0.12992738,0.022395676
2016,"State-NE","NE","State","Index","Mean","Professional","Basket","Use",0.13668032,0.015166497
2017,"State-NE","NE","State","Index","Mean","Professional","Basket","Use",0.11648706,0.0029509063
2014,"State-NH","NH","State","Index","Mean","Professional","Basket","Use",-0.07629773,-0.037841097
2015,"State-NH","NH","State","Index","Mean","Professional","Basket","Use",-0.087200984,-0.055019237
2016,"State-NH","NH","State","Index","Mean","Professional","Basket","Use",-0.051825646,-0.03112784
2017,"State-NH","NH","State","Index","Mean","Professional","Basket","Use",-0.047167882,-0.020686582
2014,"State-NJ","NJ","State","Index","Mean","Professional","Basket","Use",0.22975864,-0.0080140661
2015,"State-NJ","NJ","State","Index","Mean","Professional","Basket","Use",0.24889991,0.0012586501
2016,"State-NJ","NJ","State","Index","Mean","Professional","Basket","Use",0.29594225,0.025497871
2017,"State-NJ","NJ","State","Index","Mean","Professional","Basket","Use",0.29523516,0.030919563
2014,"State-NM","NM","State","Index","Mean","Professional","Basket","Use",-0.13453494,-0.014875365
2015,"State-NM","NM","State","Index","Mean","Professional","Basket","Use",-0.14411514,-0.031744439
2016,"State-NM","NM","State","Index","Mean","Professional","Basket","Use",-0.16453958,-0.067108773
2017,"State-NM","NM","State","Index","Mean","Professional","Basket","Use",-0.18132709,-0.080519371
2014,"State-NV","NV","State","Index","Mean","Professional","Basket","Use",-0.19865887,-0.037611559
2015,"State-NV","NV","State","Index","Mean","Professional","Basket","Use",-0.21396871,-0.061777581
2016,"State-NV","NV","State","Index","Mean","Professional","Basket","Use",-0.20951481,-0.068698771
2017,"State-NV","NV","State","Index","Mean","Professional","Basket","Use",-0.21939451,-0.074971542
2014,"State-NY","NY","State","Index","Mean","Professional","Basket","Use",0.29563692,-0.0077542826
2015,"State-NY","NY","State","Index","Mean","Professional","Basket","Use",0.32098719,0.005466349
2016,"State-NY","NY","State","Index","Mean","Professional","Basket","Use",0.38392678,0.039710704
2017,"State-NY","NY","State","Index","Mean","Professional","Basket","Use",0.36709905,0.033062097
2014,"State-OH","OH","State","Index","Mean","Professional","Basket","Use",0.01259885,-0.013990095
2015,"State-OH","OH","State","Index","Mean","Professional","Basket","Use",0.0030225914,-0.029294305
2016,"State-OH","OH","State","Index","Mean","Professional","Basket","Use",0.021956004,-0.023798365
2017,"State-OH","OH","State","Index","Mean","Professional","Basket","Use",0.028552884,-0.011763245
2014,"State-OK","OK","State","Index","Mean","Professional","Basket","Use",-0.010219537,-0.019035876
2015,"State-OK","OK","State","Index","Mean","Professional","Basket","Use",-0.0065861032,-0.021462455
2016,"State-OK","OK","State","Index","Mean","Professional","Basket","Use",-0.021977024,-0.049117647
2017,"State-OK","OK","State","Index","Mean","Professional","Basket","Use",-0.013994139,-0.035761934
2014,"State-OR","OR","State","Index","Mean","Professional","Basket","Use",-0.1170037,0.0063196337
2015,"State-OR","OR","State","Index","Mean","Professional","Basket","Use",-0.097404636,0.022358412
2016,"State-OR","OR","State","Index","Mean","Professional","Basket","Use",-0.057983801,0.053171061
2017,"State-OR","OR","State","Index","Mean","Professional","Basket","Use",-0.04990343,0.068403594
2014,"State-PA","PA","State","Index","Mean","Professional","Basket","Use",-0.12537375,-0.0069642789
2015,"State-PA","PA","State","Index","Mean","Professional","Basket","Use",-0.074641749,0.044203829
2016,"State-PA","PA","State","Index","Mean","Professional","Basket","Use",-0.066929482,0.039250672
2017,"State-PA","PA","State","Index","Mean","Professional","Basket","Use",-0.026784215,0.090290025
2014,"State-RI","RI","State","Index","Mean","Professional","Basket","Use",0.15972355,-0.03429668
2015,"State-RI","RI","State","Index","Mean","Professional","Basket","Use",0.14145185,-0.055330582
2016,"State-RI","RI","State","Index","Mean","Professional","Basket","Use",0.16872832,-0.045301374
2017,"State-RI","RI","State","Index","Mean","Professional","Basket","Use",0.15094095,-0.054344792
2014,"State-SC","SC","State","Index","Mean","Professional","Basket","Use",0.015520271,-0.04847065
2015,"State-SC","SC","State","Index","Mean","Professional","Basket","Use",0.0040378547,-0.06498906
2016,"State-SC","SC","State","Index","Mean","Professional","Basket","Use",-0.016737316,-0.096211873
2017,"State-SC","SC","State","Index","Mean","Professional","Basket","Use",-0.0046979901,-0.079806842
2014,"State-TN","TN","State","Index","Mean","Professional","Basket","Use",0.16581045,-0.021376945
2015,"State-TN","TN","State","Index","Mean","Professional","Basket","Use",0.17834628,-0.016909616
2016,"State-TN","TN","State","Index","Mean","Professional","Basket","Use",0.22240815,0.0066238497
2017,"State-TN","TN","State","Index","Mean","Professional","Basket","Use",0.21423696,0.0057301638
2014,"State-TX","TX","State","Index","Mean","Professional","Basket","Use",0.059848264,-0.015135521
2015,"State-TX","TX","State","Index","Mean","Professional","Basket","Use",0.045945708,-0.034004867
2016,"State-TX","TX","State","Index","Mean","Professional","Basket","Use",0.052007083,-0.041008126
2017,"State-TX","TX","State","Index","Mean","Professional","Basket","Use",0.031221559,-0.05447004
2014,"State-UT","UT","State","Index","Mean","Professional","Basket","Use",-0.15011886,-0.018592754
2015,"State-UT","UT","State","Index","Mean","Professional","Basket","Use",-0.14957792,-0.023980236
2016,"State-UT","UT","State","Index","Mean","Professional","Basket","Use",-0.14088444,-0.026790975
2017,"State-UT","UT","State","Index","Mean","Professional","Basket","Use",-0.15553322,-0.037802637
2014,"State-VA","VA","State","Index","Mean","Professional","Basket","Use",0.066721424,0.0020887288
2015,"State-VA","VA","State","Index","Mean","Professional","Basket","Use",0.068982452,-0.0019351757
2016,"State-VA","VA","State","Index","Mean","Professional","Basket","Use",0.08198975,-0.0028929464
2017,"State-VA","VA","State","Index","Mean","Professional","Basket","Use",0.083533213,0.0043565445
2014,"State-WA","WA","State","Index","Mean","Professional","Basket","Use",0.057493038,-0.041464083
2015,"State-WA","WA","State","Index","Mean","Professional","Basket","Use",0.061518956,-0.043705534
2016,"State-WA","WA","State","Index","Mean","Professional","Basket","Use",0.080206081,-0.039492026
2017,"State-WA","WA","State","Index","Mean","Professional","Basket","Use",0.078647047,-0.035281155
2014,"State-WI","WI","State","Index","Mean","Professional","Basket","Use",-0.088067107,-0.013014729
2015,"State-WI","WI","State","Index","Mean","Professional","Basket","Use",-0.094437689,-0.025909863
2016,"State-WI","WI","State","Index","Mean","Professional","Basket","Use",-0.10005892,-0.044511754
2017,"State-WI","WI","State","Index","Mean","Professional","Basket","Use",-0.12276175,-0.063180596
2014,"State-AK","AK","State","Index","Mean","Inpatient","Basket","Spending",0.24073735,-0.030614421
2015,"State-AK","AK","State","Index","Mean","Inpatient","Basket","Spending",0.26270828,0.0069716647
2016,"State-AK","AK","State","Index","Mean","Inpatient","Basket","Spending",0.27645832,0.062984906
2017,"State-AK","AK","State","Index","Mean","Inpatient","Basket","Spending",0.15085076,0.013833193
2014,"State-AR","AR","State","Index","Mean","Inpatient","Basket","Spending",-0.2242133,-0.016109461
2015,"State-AR","AR","State","Index","Mean","Inpatient","Basket","Spending",-0.27044788,-0.055594973
2016,"State-AR","AR","State","Index","Mean","Inpatient","Basket","Spending",-0.22639953,0.045742918
2017,"State-AR","AR","State","Index","Mean","Inpatient","Basket","Spending",-0.24823053,0.075028382
2014,"State-AZ","AZ","State","Index","Mean","Inpatient","Basket","Spending",-0.05187827,-0.018933613
2015,"State-AZ","AZ","State","Index","Mean","Inpatient","Basket","Spending",-0.086678728,-0.035381943
2016,"State-AZ","AZ","State","Index","Mean","Inpatient","Basket","Spending",-0.10969697,-0.018080465
2017,"State-AZ","AZ","State","Index","Mean","Inpatient","Basket","Spending",-0.089314289,0.062511444
2014,"State-CA","CA","State","Index","Mean","Inpatient","Basket","Spending",-0.045280956,-0.0033923539
2015,"State-CA","CA","State","Index","Mean","Inpatient","Basket","Spending",-0.036252834,0.026855337
2016,"State-CA","CA","State","Index","Mean","Inpatient","Basket","Spending",0.022277415,0.13742076
2017,"State-CA","CA","State","Index","Mean","Inpatient","Basket","Spending",0.0043984139,0.18218499
2014,"State-CO","CO","State","Index","Mean","Inpatient","Basket","Spending",0.061570257,-0.046380166
2015,"State-CO","CO","State","Index","Mean","Inpatient","Basket","Spending",0.047827505,-0.039242357
2016,"State-CO","CO","State","Index","Mean","Inpatient","Basket","Spending",0.033626907,-0.0103216
2017,"State-CO","CO","State","Index","Mean","Inpatient","Basket","Spending",0.020447863,0.03358965
2014,"State-CT","CT","State","Index","Mean","Inpatient","Basket","Spending",0.055267379,0.056890823
2015,"State-CT","CT","State","Index","Mean","Inpatient","Basket","Spending",0.047311302,0.070633739
2016,"State-CT","CT","State","Index","Mean","Inpatient","Basket","Spending",0.089310989,0.1628488
2017,"State-CT","CT","State","Index","Mean","Inpatient","Basket","Spending",0.073242798,0.21198264
2014,"State-DC","DC","State","Index","Mean","Inpatient","Basket","Spending",-0.17096345,-0.027083069
2015,"State-DC","DC","State","Index","Mean","Inpatient","Basket","Spending",-0.15728204,0.0094431192
2016,"State-DC","DC","State","Index","Mean","Inpatient","Basket","Spending",-0.16354892,0.046276301
2017,"State-DC","DC","State","Index","Mean","Inpatient","Basket","Spending",-0.080717914,0.21641475
2014,"State-DE","DE","State","Index","Mean","Inpatient","Basket","Spending",0.25187367,0.0013477481
2015,"State-DE","DE","State","Index","Mean","Inpatient","Basket","Spending",0.33364144,0.088832349
2016,"State-DE","DE","State","Index","Mean","Inpatient","Basket","Spending",0.37258041,0.17021582
2017,"State-DE","DE","State","Index","Mean","Inpatient","Basket","Spending",0.23378131,0.11273923
2014,"State-FL","FL","State","Index","Mean","Inpatient","Basket","Spending",0.051503297,-0.031849872
2015,"State-FL","FL","State","Index","Mean","Inpatient","Basket","Spending",0.074476346,0.0097792642
2016,"State-FL","FL","State","Index","Mean","Inpatient","Basket","Spending",0.1175857,0.096772768
2017,"State-FL","FL","State","Index","Mean","Inpatient","Basket","Spending",0.10310948,0.14520039
2014,"State-GA","GA","State","Index","Mean","Inpatient","Basket","Spending",-0.13545917,-0.08609283
2015,"State-GA","GA","State","Index","Mean","Inpatient","Basket","Spending",-0.10394517,-0.033173189
2016,"State-GA","GA","State","Index","Mean","Inpatient","Basket","Spending",-0.083382696,0.032781336
2017,"State-GA","GA","State","Index","Mean","Inpatient","Basket","Spending",-0.026125714,0.16078095
2014,"State-IA","IA","State","Index","Mean","Inpatient","Basket","Spending",-0.1644074,-0.012804257
2015,"State-IA","IA","State","Index","Mean","Inpatient","Basket","Spending",-0.18646175,-0.018965704
2016,"State-IA","IA","State","Index","Mean","Inpatient","Basket","Spending",-0.17799515,0.035110764
2017,"State-IA","IA","State","Index","Mean","Inpatient","Basket","Spending",-0.1378316,0.14850156
2014,"State-IL","IL","State","Index","Mean","Inpatient","Basket","Spending",-0.014695036,0.0017946516
2015,"State-IL","IL","State","Index","Mean","Inpatient","Basket","Spending",-0.047757652,-0.01178134
2016,"State-IL","IL","State","Index","Mean","Inpatient","Basket","Spending",-0.10878916,-0.034188766
2017,"State-IL","IL","State","Index","Mean","Inpatient","Basket","Spending",-0.098961473,0.032956891
2014,"State-IN","IN","State","Index","Mean","Inpatient","Basket","Spending",0.21444483,0.014537884
2015,"State-IN","IN","State","Index","Mean","Inpatient","Basket","Spending",0.20657156,0.028823994
2016,"State-IN","IN","State","Index","Mean","Inpatient","Basket","Spending",0.15161288,0.02541754
2017,"State-IN","IN","State","Index","Mean","Inpatient","Basket","Spending",0.17900591,0.1105478
2014,"State-KS","KS","State","Index","Mean","Inpatient","Basket","Spending",-0.112669,-0.045626096
2015,"State-KS","KS","State","Index","Mean","Inpatient","Basket","Spending",-0.14383611,-0.060087714
2016,"State-KS","KS","State","Index","Mean","Inpatient","Basket","Spending",-0.0692809,0.066977546
2017,"State-KS","KS","State","Index","Mean","Inpatient","Basket","Spending",-0.068568923,0.1295733
2014,"State-KY","KY","State","Index","Mean","Inpatient","Basket","Spending",0.12204266,-0.032287564
2015,"State-KY","KY","State","Index","Mean","Inpatient","Basket","Spending",-0.012010369,-0.13026518
2016,"State-KY","KY","State","Index","Mean","Inpatient","Basket","Spending",-0.033201762,-0.11125626
2017,"State-KY","KY","State","Index","Mean","Inpatient","Basket","Spending",0.009871874,-0.017949037
2014,"State-LA","LA","State","Index","Mean","Inpatient","Basket","Spending",-0.077021748,0.022966253
2015,"State-LA","LA","State","Index","Mean","Inpatient","Basket","Spending",-0.11098669,0.0057166028
2016,"State-LA","LA","State","Index","Mean","Inpatient","Basket","Spending",-0.1126353,0.048276231
2017,"State-LA","LA","State","Index","Mean","Inpatient","Basket","Spending",-0.13012259,0.087072961
2014,"State-MA","MA","State","Index","Mean","Inpatient","Basket","Spending",-0.19026482,-2.2651206e-05
2015,"State-MA","MA","State","Index","Mean","Inpatient","Basket","Spending",-0.19796172,0.010973504
2016,"State-MA","MA","State","Index","Mean","Inpatient","Basket","Spending",-0.18044735,0.078767285
2017,"State-MA","MA","State","Index","Mean","Inpatient","Basket","Spending",-0.17330149,0.15113194
2014,"State-MD","MD","State","Index","Mean","Inpatient","Basket","Spending",-0.17602374,-0.048926592
2015,"State-MD","MD","State","Index","Mean","Inpatient","Basket","Spending",-0.17749396,-0.030972812
2016,"State-MD","MD","State","Index","Mean","Inpatient","Basket","Spending",-0.20133564,-0.017421171
2017,"State-MD","MD","State","Index","Mean","Inpatient","Basket","Spending",-0.20364662,0.036420446
2014,"State-ME","ME","State","Index","Mean","Inpatient","Basket","Spending",0.1581489,0.0720957
2015,"State-ME","ME","State","Index","Mean","Inpatient","Basket","Spending",0.16895135,0.10449336
2016,"State-ME","ME","State","Index","Mean","Inpatient","Basket","Spending",0.2554101,0.23867829
2017,"State-ME","ME","State","Index","Mean","Inpatient","Basket","Spending",0.17881018,0.23039293
2014,"State-MN","MN","State","Index","Mean","Inpatient","Basket","Spending",0.07369817,-0.050253183
2015,"State-MN","MN","State","Index","Mean","Inpatient","Basket","Spending",0.046637863,-0.055026572
2016,"State-MN","MN","State","Index","Mean","Inpatient","Basket","Spending",0.084225006,0.02223043
2017,"State-MN","MN","State","Index","Mean","Inpatient","Basket","Spending",0.12454049,0.12158329
2014,"State-MO","MO","State","Index","Mean","Inpatient","Basket","Spending",-0.07857386,-0.0005437475
2015,"State-MO","MO","State","Index","Mean","Inpatient","Basket","Spending",-0.10282487,-0.0067055509
2016,"State-MO","MO","State","Index","Mean","Inpatient","Basket","Spending",-0.10310005,0.036933757
2017,"State-MO","MO","State","Index","Mean","Inpatient","Basket","Spending",-0.10737694,0.091697112
2014,"State-MS","MS","State","Index","Mean","Inpatient","Basket","Spending",-0.17414577,-0.036850508
2015,"State-MS","MS","State","Index","Mean","Inpatient","Basket","Spending",-0.19504268,-0.041790057
2016,"State-MS","MS","State","Index","Mean","Inpatient","Basket","Spending",-0.14046517,0.0684582
2017,"State-MS","MS","State","Index","Mean","Inpatient","Basket","Spending",-0.14998624,0.11775613
2014,"State-NC","NC","State","Index","Mean","Inpatient","Basket","Spending",-0.051581249,-0.039991889
2015,"State-NC","NC","State","Index","Mean","Inpatient","Basket","Spending",-0.027052006,0.0052218442
2016,"State-NC","NC","State","Index","Mean","Inpatient","Basket","Spending",-0.057379004,0.016987538
2017,"State-NC","NC","State","Index","Mean","Inpatient","Basket","Spending",-0.086522035,0.042566206
2014,"State-ND","ND","State","Index","Mean","Inpatient","Basket","Spending",-0.49408996,0.00052897766
2015,"State-ND","ND","State","Index","Mean","Inpatient","Basket","Spending",-0.52810085,-0.047416378
2016,"State-ND","ND","State","Index","Mean","Inpatient","Basket","Spending",0.1451029,1.4138186
2017,"State-ND","ND","State","Index","Mean","Inpatient","Basket","Spending",0.064494707,1.3737265
2014,"State-NE","NE","State","Index","Mean","Inpatient","Basket","Spending",0.055741604,-0.02404853
2015,"State-NE","NE","State","Index","Mean","Inpatient","Basket","Spending",0.11115676,0.048439659
2016,"State-NE","NE","State","Index","Mean","Inpatient","Basket","Spending",0.062318437,0.04671647
2017,"State-NE","NE","State","Index","Mean","Inpatient","Basket","Spending",0.050488107,0.09494555
2014,"State-NH","NH","State","Index","Mean","Inpatient","Basket","Spending",0.028974643,-0.0091397678
2015,"State-NH","NH","State","Index","Mean","Inpatient","Basket","Spending",0.014894327,-0.0024697571
2016,"State-NH","NH","State","Index","Mean","Inpatient","Basket","Spending",0.085010901,0.11364194
2017,"State-NH","NH","State","Index","Mean","Inpatient","Basket","Spending",0.11874897,0.21470599
2014,"State-NJ","NJ","State","Index","Mean","Inpatient","Basket","Spending",0.079337858,0.039008737
